1,3.915228,2.787306,1.65088,1.273536,2.405568,2.4221583,0.9445385,files,Stage,
2,6.709873,4.976347,2.22336,1.47456,3.156501,2.8432704,1.0844108,BG_0_2.tps,2,
3,6.979999,4.881207,2.640681,2.532011,2.5760521,2.3493338,0.9351304,GRR_0_1.tps,2,
4,3.592675,2.652348,1.327639,1.136021,2.080469,1.8608784,0.7802791,HDR_2_1.tps,2,
5,5.041262,3.419266,2.311508,1.869984,2.0388434,2.1199421,0.857076,HDR_2_2.tps,2,
6,5.879211,3.578608,3.49454,3.12067,2.1527555,2.5953218,0.8938831,HG_0_1.tps,3,
7,6.49764,4.931668,1.87775,1.27687,1.6751046,1.795239,0.5860506,HG_0_2.tps,3,
8,3.313988,2.429864,1.359864,1.106556,1.6265586,1.5269069,0.79992,HHGR_0_2.tps,2,
9,7.259528,5.420698,2.428866,2.06712,2.2051971,2.636999,0.6895243,HP1_3b_1.tps,2,
10,5.307942,3.471948,2.49984,1.546776,2.5626337,2.6652776,0.9221139,HP1_3b_2.tps,2,
11,5.10908,3.919666,1.542268,1.192604,1.9980898,2.0668017,1.0490663,HP2_3b_1.tps,2,
12,5.075215,3.3331,2.359665,1.65483,1.765535,2.0252798,0.7234557,JGN_0_1.tps,3,
13,5.951671,4.378026,2.294877,1.985139,2.7172835,2.694391,1.9166065,JGN_0_2.tps,3,
14,5.475243,4.217839,1.52064,1.25952,1.7965656,1.573182,0.5122303,JGN_0_3.tps,3,
15,6.229501,3.047979,3.87072,2.806272,2.7250116,3.2450562,1.3228893,JGN_0_4.tps,3,
16,4.90548,2.967567,2.207205,1.66012,2.22607,2.1896406,0.5662643,JJR_0_1.tps,2,
17,6.875236,4.754169,2.951572,2.237482,3.6193086,3.8572613,0.809302,JM_0_1.tps,3,
18,5.978505,4.722973,1.517984,1.116594,1.5623857,1.5471244,0.6936556,JS_0_1.tps,3,
19,4.98138,3.923778,1.303858,0.849302,1.728509,1.9391081,0.5806501,MK_0_1.tps,3,
20,6.53654,5.330137,1.45527,1.30893,1.8699,2.6178726,0.69105,SAR_2_2.tps,2,
21,4.085006,2.45846,1.86165,1.606338,1.6069015,1.6279269,1.0869517,SAR_2_3.tps,2,
